screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment,partition,trust
gmukherji13,2,4,2,2,2,False,1,3,4,Twitter for Android,4,N1,4
Ksingh561,2,3,2,2,3,False,9,2,5,Twitter for Android,5,N1,4
DivyangRDesai,2,3,2,2,3,False,2,4,4,Twitter for iPhone,4,N1,4
kashmir_save,2,3,2,2,2,False,3,2,3,Twitter for iPhone,4,N1,4
MrTripathiArun,2,3,2,2,3,False,5,3,0,Twitter Web Client,5,N1,4
LavyanAbhijeet,2,4,2,2,2,False,8,2,0,Twitter for iPhone,4,N1,4
38Jalpa,2,3,2,2,1,False,9,2,5,TweetDeck,4,N1,4
LakshThakar,2,3,2,2,2,False,9,2,5,TweetDeck,5,N1,4
Kanishk94486037,2,3,2,2,3,False,0,3,4,Twitter for Android,4,N1,4
ModiNikul5,2,3,2,2,1,False,4,2,0,TweetDeck,4,N1,4
Acharya_Aarav,2,4,2,2,2,False,9,2,5,TweetDeck,4,N1,4
Harshji23,2,3,2,2,1,False,9,3,0,TweetDeck,4,N1,4
mehtabinoy31,2,3,2,2,2,False,5,2,0,Twitter for Android,4,N1,4
aapnarendra10,2,3,2,2,1,False,9,3,5,TweetDeck,4,N1,4
lalurohit1,2,4,2,2,2,False,9,2,0,TweetDeck,4,N1,4
81_jignesh,2,3,2,2,1,False,8,2,0,TweetDeck,4,N1,4
hardikmaliya1,2,3,2,2,1,False,9,3,0,TweetDeck,4,N1,4
TilakShroff,2,3,2,2,2,False,9,2,5,TweetDeck,4,N1,4
5_pruthvi,2,3,2,2,1,False,9,2,0,TweetDeck,4,N1,4
BomIndus,2,3,2,2,1,False,9,2,0,TweetDeck,4,N1,4
CMPFOIndia,2,0,3,2,0,True,9,2,0,Twitter for Android,5,N1,4
LeahHardingAJE,3,2,3,2,3,True,2,1,5,Twitter Web Client,6,N10,5
Abhayraj0207,0,1,0,0,1,False,2,3,4,Twitter for Android,7,N7,1
Siddu_MJ,0,0,0,0,2,False,1,1,5,Twitter for iPhone,7,N7,1
suryanraju,1,3,1,1,3,False,8,2,4,Mobile Web (M5),3,N0,3
td_das,1,2,1,0,3,False,3,4,3,Twitter for Windows Phone,5,N0,3
SiddiquiTayiab,0,1,0,0,1,False,1,3,0,Twitter for Android,5,N7,1
teluguactress,3,3,3,3,3,False,8,2,0,GrabInbox,6,N10,5
sachinsuthar19,2,4,2,3,1,False,9,3,5,sachinsuthar19,4,N1,4
JessieBottcher,2,0,3,4,0,False,0,0,0,IFTTT,3,N7,1
simonlporter,4,4,4,4,4,False,7,0,6,Buffer,6,N2,7
MaxQ8,4,2,4,4,4,False,5,4,3,Twitter for iPhone,4,N2,7
hdkansara,3,1,4,2,4,False,7,0,6,Statusbrew,6,N10,5
RoflAAPiyan,4,2,2,3,2,False,4,1,4,Twitter for Android,4,N2,7
ScramCard,1,1,4,0,2,False,6,1,6,HubSpot,5,N7,1
jnv_rider,1,3,1,1,4,False,8,2,4,Mobile Web (M5),4,N0,3
karur_regan,4,3,1,2,3,False,2,1,5,Facebook,5,N2,7
SurinderInshan,2,3,2,4,0,False,9,0,0,Twitter for Android,8,N1,4
sush091979,4,2,3,3,3,False,2,2,5,Twitter for iPad,5,N2,7
9U9Gcg69l7kuu4k,3,4,4,4,1,False,8,3,3,Twitter for Android,4,N2,7
Vijaykarnataka,4,0,3,3,1,False,1,0,5,cmssocialservice,5,N2,7
neetuarora94,4,4,2,4,0,False,9,3,0,Twitter for iPhone,6,N2,7
FreedomWorldMag,4,0,0,0,4,False,0,0,3,Twitter Web Client,4,N7,1
mitulmakadia,3,2,4,2,3,False,7,3,6,Statusbrew,6,N10,5
adityakrdam,3,2,1,1,4,False,4,2,3,Twitter for iPhone,4,N10,5
Arcadier_,2,1,4,1,3,False,5,0,6,Buffer,5,N3,8
sandy_angle,4,4,3,4,4,False,3,1,4,Twitter for Android,7,N2,7
vinodkbjp,4,1,1,1,4,False,7,1,5,Twitter Web Client,6,N2,7
prove_social,3,4,4,4,2,False,7,1,0,Prove Social,5,N2,7
suraiya95,4,3,4,3,2,False,1,2,5,Mobile Web (M5),5,N2,7
gouravgarg77,4,4,2,4,1,False,9,4,6,Twitter for Android,7,N2,7
SaffronWatch,4,3,3,3,4,False,0,0,4,Twitter for Android,3,N2,7
Mamtainsan02,4,4,2,4,0,False,9,4,0,Twitter for iPhone,6,N2,7
TNT_Magazine,4,0,4,3,1,False,2,0,3,IFTTT,4,N2,7
limonetik,3,1,4,2,3,False,3,0,6,Hootsuite,5,N10,5
Mohaniya88,3,2,4,4,3,False,8,1,0,Mobile Web (M5),4,N2,7
NunezPipi,2,2,4,4,3,False,4,0,3,IFTTT,5,N2,7
smilingbird7,4,2,3,1,4,False,5,0,4,Twitter Web Client,7,N2,7
PradhanShashank,3,4,2,3,4,False,6,1,5,Twitter for Android,4,N10,5
JeanetteThomas1,4,1,3,2,3,False,7,3,5,Twitter Web Client,5,N2,7
Mrs_Modi,4,3,2,3,4,False,5,2,5,Twitter for iPhone,6,N2,7
CrazyRoyalKing,3,4,4,4,2,False,4,1,6,Twitter for Android,6,N2,7
BharatBoghani,4,4,3,2,4,False,0,4,3,Twitter for Windows Phone,5,N2,7
shaileshraanjan,4,3,2,3,4,False,3,2,0,Twitter for iPhone,6,N2,7
ChennaiMP,4,0,4,4,2,False,2,0,4,Facebook,4,N2,7
Analyticsindiam,4,1,4,1,1,False,0,0,5,Sprout Social,6,N2,7
gmartin,3,2,4,4,3,False,1,1,6,Twitter for Android,4,N2,7
manish0891,4,2,3,4,0,False,9,3,6,Mobile Web (M5),5,N2,7
Hari_Natham,4,2,0,3,3,False,5,1,4,Put your button on any page! ,5,N7,1
Vote_4_Sickular,3,4,4,4,3,False,6,4,0,Twitter Web Client,4,N2,7
GarimaRathi_,4,1,2,2,4,False,4,0,4,Twitter for Android,7,N2,7
aryaraghvendr,4,3,1,3,4,False,9,0,5,Facebook,5,N2,7
absrkr,3,4,4,4,3,False,7,2,3,Twitter Web Client,4,N2,7
Kunthavi5,2,4,4,4,1,False,6,1,5,Twitter for iPhone,5,N2,7
shishir_heg,4,3,3,3,4,False,6,4,6,Twitter for Android,6,N2,7
Shanayak26,4,4,2,3,2,False,2,2,4,Twitter for iPhone,5,N2,7
Droid,4,0,4,4,0,False,8,0,3,dlvr.it,6,N2,7
PFCD_India,3,1,4,2,4,False,2,0,6,Twitter Web Client,4,N10,5
iManishAgarwal,4,2,3,4,2,False,7,3,0,Twitter for iPhone,4,N2,7
Nihalhaider7,4,2,3,3,3,False,3,1,0,Twitter for Android,7,N2,7
imtanujparashar,3,1,4,4,4,False,3,4,0,Mobile Web (M5),5,N2,7
TheBhojpuri,4,0,3,4,0,False,5,0,4,Hootsuite,5,N2,7
cancimmuno,4,3,2,3,4,False,4,2,5,Twitter Web Client,4,N2,7
DyingConsciousn,3,4,4,4,3,False,1,3,3,Twitter for Android,4,N2,7
lalashwa,2,4,4,4,3,False,0,1,5,Twitter Web Client,5,N2,7
SStavrinoudakis,4,3,4,3,4,False,6,0,5,Post with Klout,3,N2,7
sharwanpatel111,4,4,1,2,4,False,2,2,6,Twitter for Android,5,N2,7
haroonsheikh786,3,4,4,4,1,False,8,1,4,Twitter for Android,6,N2,7
nikhilchopra,4,2,3,2,3,False,6,0,5,Twitter for iPhone,6,N2,7
Mainereport,4,0,2,3,4,False,0,0,0,dlvr.it,4,N2,7
therastravadi,4,1,3,3,3,False,1,1,0,Twitter for iPad,4,N2,7
IndianCorpNews,3,2,4,4,4,False,7,0,3,IFTTT,5,N2,7
LkChahar,4,3,3,4,1,False,9,2,6,Twitter for iPhone,5,N2,7
HindustaniTweet,4,3,3,3,2,False,3,3,5,Twitter for Android,4,N2,7
DataStream_Cond,3,4,4,4,3,False,3,2,4,Twitter Web Client,4,N2,7
BuzzSaffa,4,2,4,4,0,False,5,1,0,Saffa AD July,5,N2,7
pallarajasekhar,4,0,3,3,4,False,6,4,3,Twitter Web Client,4,N2,7
Pooja15insan,4,4,2,4,3,False,8,4,5,Twitter for Android,7,N2,7
journalistreyaz,3,3,4,3,4,False,4,2,6,Twitter for Android,5,N10,5
Satyapriyan,4,2,3,4,1,False,2,0,5,TweetDeck,6,N2,7
EchoAnalytics,4,3,4,2,4,False,4,0,0,EchoAnalytics,6,N2,7
ProfSRK,3,4,4,3,2,False,3,1,6,Twitter Web Client,5,N10,5
Veki551155,4,1,4,4,3,False,0,0,4,IFTTT,6,N2,7
rjvlala,2,2,4,4,4,False,6,2,0,Twitter for iPhone,5,N2,7
skjain_05,4,3,3,4,1,False,7,3,4,Twitter for Android,4,N2,7
TopRT_IN,4,4,3,3,3,False,9,4,4,TopRT.com,5,N2,7
anujdeshpandey,3,3,4,2,4,False,7,1,6,Twitter for Android,4,N10,5
GSTV_NEWS,4,0,3,4,0,False,5,0,5,dlvr.it,5,N2,7
shuvankr,4,4,4,4,2,False,1,4,3,Twitter Web Client,4,N2,7
ASHOK04M,4,4,2,3,4,False,8,1,6,Twitter for Android,4,N2,7
swaratmika,3,0,4,4,3,False,3,2,3,Twitter for iPhone,5,N10,5
MoneyMakerRsrch,4,2,3,2,1,False,2,0,4,Twitter Web Client,5,N2,7
raaisaab,4,4,4,3,4,False,2,3,0,Twitter Web Client,8,N2,7
godavar,3,4,4,4,3,False,4,0,5,Twitter for Android,6,N2,7
INCVolunteers,4,1,3,3,4,False,6,2,0,TweetDeck,5,N2,7
thehariarora,4,2,3,4,3,False,0,0,0,IFTTT,6,N2,7
MihirkJha,3,3,4,4,3,False,9,3,5,Twitter for Android,4,N10,5
manojgoelbjp,4,3,3,2,4,False,7,2,6,Twitter for iPhone,4,N2,7
PrLondonUk,4,0,4,3,1,False,5,0,3,SocialCloudSuite,5,N2,7
richierai,3,4,4,4,3,False,3,1,4,Twitter Web Client,6,N2,7
sanghamitra_m,4,2,3,3,4,False,8,1,6,Put your button on any page! ,4,N2,7
Xentagz,4,3,4,4,2,False,6,3,3,Tweetbot for iΟS,5,N2,7
cis_india,4,1,4,2,0,False,3,0,5,TweetDeck,5,N2,7
dharmvirjangra9,4,4,2,3,4,False,4,4,0,Twitter for Android,4,N2,7
harimakwan,3,4,4,4,4,False,1,1,0,UnFollowSpy,5,N2,7
apcpim,4,4,3,3,1,False,7,2,4,Twitter Web Client,5,N2,7
ElectrifyingWWE,4,1,3,4,3,False,4,1,0,Twitter for Android,8,N2,7
Abdulsaleemgad,3,3,4,4,3,False,8,3,5,Twitter for Android,4,N10,5
Pritpal77777,4,4,2,4,4,False,9,4,6,Twitter for iPhone,6,N2,7
NewProphecyBook,4,2,3,2,4,False,0,0,4,Twitter Web Client,4,N2,7
mantralayatimes,3,2,4,4,4,False,7,0,3,IFTTT,5,N2,7
jyotikatharia,4,3,3,3,3,False,8,2,6,Twitter for Android,6,N2,7
KartiPC,4,0,4,3,2,False,5,1,5,Twitter for iPhone,5,N2,7
mumbaiphoto,4,2,4,2,3,False,3,3,3,Twitter for Windows Phone,5,N2,7
mathrubhumi,4,0,4,4,0,False,3,0,5,dlvr.it,4,N2,7
Pandey70Pandey,3,4,4,4,4,False,6,1,0,Twitter for Windows Phone,5,N2,7
Mishra__Mukesh,4,4,3,3,1,False,7,4,4,Twitter for Android,5,N2,7
TheRealVK09,4,1,3,3,4,False,4,1,0,TweetCaster for Android,5,N2,7
HonestWordsOnly,3,4,4,4,3,False,5,2,4,Twitter for Android,4,N2,7
Hindu_007,4,3,3,4,1,False,2,4,5,Twitter Web Client,4,N2,7
TARSEMCHANANA,4,4,2,4,4,False,9,4,6,Twitter for Android,6,N2,7
Nationalistweet,3,4,4,4,3,False,0,0,3,Twitter Web Client,4,N2,7
miss_mahak,4,2,3,4,4,False,4,0,6,TweetDeck,7,N2,7
empiredecline,4,3,4,3,4,False,3,1,0,Twitter for iPhone,3,N2,7
greencomedian,4,3,4,2,4,False,2,3,4,Twitter for iPhone,5,N2,7
AAPforINDIA,4,0,4,3,1,False,8,1,5,TweetDeck,4,N2,7
restodehistoria,3,2,4,4,4,False,8,0,0,IFTTT,5,N2,7
AadarshBalak,4,0,3,4,3,False,7,1,3,Twitter Web Client,6,N2,7
SDesai08589571,4,4,3,3,2,False,4,2,5,Twitter for Android,4,N2,7
YvonneGetcarter,3,4,4,3,4,False,3,3,4,Twitter for iPhone,5,N10,5
vipinz1,4,4,3,2,3,False,5,4,5,Twitter for Android,5,N2,7
unurag,4,3,3,4,1,False,1,3,6,Twitter for Android,4,N2,7
lethalw2010,3,3,4,4,4,False,9,4,0,Twitter Web Client,4,N2,7
DealStreetAsia,4,1,4,4,2,False,6,0,4,Buffer,5,N2,7
Rao_Krishna,4,2,3,3,4,False,0,1,4,Twitter Web Client,6,N2,7
indigokores,3,4,4,4,3,False,7,2,0,Twitter for iPhone,4,N2,7
newfrontiercio,4,1,4,2,4,False,8,0,4,dlvr.it,5,N2,7
CollectedN,4,0,4,4,4,False,0,0,0,IFTTT,3,N2,7
AjoyChatterjee,4,2,3,4,3,False,2,1,6,Twitter for iPad,5,N2,7
nazrulklgassam,4,3,3,3,4,False,4,0,3,Google,4,N2,7
timane,3,4,4,3,3,False,6,1,5,Twitter Web Client,5,N10,5
SRKfanforeverr,4,4,3,4,3,False,3,3,3,Twitter for iPhone,6,N2,7
Amitjanhit,4,2,3,3,3,False,1,4,6,Twitter for Android,4,N2,7
kmgupta_india,3,3,4,4,4,False,4,1,0,Mobile Web (M2),5,N2,7
MrVVIPAK,4,4,3,4,1,False,7,2,4,Twitter for Android,6,N2,7
AutomaticaJones,4,2,4,2,4,False,5,0,4,Twitter Web Client,6,N2,7
JohnDayal,4,4,4,3,2,False,7,2,5,Twitter Web Client,4,N2,7
bhs7rocks,3,3,4,4,3,False,0,1,5,Twitter for iPhone,5,N2,7
NewsTrackLive,4,0,4,4,0,False,3,0,0,Facebook,5,N2,7
ajitbhinder,4,1,3,3,4,False,0,2,6,Twitter for iPhone,4,N2,7
shivsBHARAT,4,3,4,4,4,False,5,3,6,TweetDeck,3,N2,7
amritnidhi,3,4,4,3,4,False,4,1,4,Twitter for Android,4,N10,5
NeetuUpadhyay25,4,4,3,4,1,False,9,1,0,Twitter Web Client,6,N2,7
acchandramouli,4,3,3,3,4,False,6,3,3,Twitter for Android,4,N2,7
innova_scape,4,2,4,4,0,False,6,0,5,IFTTT,5,N2,7
Chandra_bhs,3,4,4,4,3,False,4,3,3,Twitter for Android,4,N2,7
ideasurf,4,2,4,2,4,False,5,0,4,Twitter Web Client,6,N2,7
TharoorianKhan,4,4,3,4,2,False,7,1,5,Twitter for iPad,5,N2,7
mphholdings,4,4,4,3,3,False,8,2,5,Twitter for iPhone,5,N2,7
nfcbanking,4,0,4,4,1,False,0,0,0,dlvr.it,5,N2,7
impreetsbakshi,4,2,3,3,4,False,9,2,6,Twitter for iPhone,5,N2,7
paulosisinno,3,3,4,4,4,False,2,1,3,Twitter Web Client,4,N2,7
indiacom,4,1,4,4,2,False,4,0,4,Hootsuite,4,N2,7
shilpik851,4,3,3,3,4,False,3,1,6,Twitter for Android,6,N2,7
khatragirl,4,4,3,3,3,False,0,2,0,Twitter Web Client,4,N2,7
disruptologist,4,3,4,2,4,False,6,0,4,SoDash,5,N2,7
retheeshraj10,3,4,4,4,4,False,8,2,3,Twitter for Android,4,N2,7
jkinsan1,4,2,3,4,4,False,7,3,0,Twitter for Android,6,N2,7
BabuBeg,4,4,4,4,3,False,5,1,5,TweetDeck,6,N2,7
Shyam17,4,0,4,4,0,False,4,0,4,Gremlin Social,5,N2,7
RakiTweets,4,3,4,4,1,False,2,4,5,Twitter Web Client,5,N2,7
bhimupadhyaya,4,2,3,3,4,False,0,0,6,Facebook,5,N2,7
Srianuragh,3,4,4,4,4,False,8,2,3,Twitter Web Client,4,N2,7
TheHolisticWork,4,1,4,4,2,False,4,0,5,The Holistic Works,5,N2,7
manishkapadiya,4,4,3,3,4,False,5,1,6,Twitter for Android,3,N2,7
IKaransharma27,4,4,3,3,3,False,3,2,6,Twitter for Android,4,N2,7
uspatrol,4,3,3,3,4,False,2,3,4,Twitter for iPhone,5,N2,7
yo_yo_baba,4,2,4,4,3,False,6,1,0,dlvr.it,6,N2,7
2401saurav,4,3,3,4,2,False,8,2,3,Twitter for Android,4,N2,7
ariinss,4,4,4,3,3,False,5,1,0,Twitter for iPhone,6,N2,7
AllanFree3,3,4,4,4,4,False,3,0,5,Twitter Web Client,4,N2,7
kingofpayments,4,0,4,4,2,False,7,0,0,RoundTeam,5,N2,7
MumbaiRR,4,0,3,3,4,False,0,0,4,MumbaiRR,5,N2,7
missmumbai1,4,3,4,4,4,False,1,4,3,Twitter Web Client,4,N2,7
DARPartners,4,2,4,2,4,False,5,0,5,Buffer,5,N2,7
RenukaJain6,4,4,3,4,0,False,0,1,6,Twitter for iPhone,4,N2,7
VasudevDevnani,4,4,3,3,3,False,6,2,6,Twitter Web Client,5,N2,7
imwasimmondal,4,3,3,4,4,False,4,1,4,Twitter for Android,8,N2,7
SEO_SERP_SEM,4,2,4,4,3,False,4,0,5,dlvr.it,6,N2,7
abhishekvhp23,4,3,3,3,4,False,8,2,6,Twitter for Android,4,N2,7
FIDIC,4,1,4,3,4,False,3,1,0,Twitter for iPhone,6,N2,7
SajidCKP,3,4,4,4,4,False,5,1,3,Twitter for Android,4,N2,7
Punitspeaks,4,3,4,4,2,False,7,2,4,Twitter Web Client,6,N2,7
Raminations,4,4,4,3,1,False,0,0,4,TweetDeck,5,N2,7
johnnyreb1864,4,4,4,4,4,False,1,3,0,Twitter for iPad,3,N2,7
TheJettDavis,4,2,4,2,4,False,2,0,5,Twitter Web Client,5,N2,7
item_boyy,4,3,3,4,3,False,0,3,3,Twitter for Android,4,N2,7
BspUp2017,4,4,3,3,2,False,8,1,6,Twitter Web Client,4,N2,7
sachi_gkp,3,3,4,4,4,False,5,0,5,Twitter for iPhone,5,N2,7
Yugvani,4,2,3,4,3,False,4,0,4,dlvr.it,4,N2,7
khalidmfp,4,4,3,4,3,False,6,2,6,Twitter for iPhone,5,N2,7
a1purva,4,2,4,3,4,False,2,1,5,Twitter for iPhone,6,N2,7
RealBhikhu,4,4,3,3,4,False,8,4,3,Twitter for Android,5,N2,7
ahinsaproperty,4,3,4,4,3,False,5,2,0,Twitter for Android,6,N2,7
Indian_Biz,4,1,4,3,4,False,7,0,3,Indian Business news,4,N2,7
disruptivedigit,4,4,4,4,2,False,6,1,0,Disruption Bot.,5,N2,7
YouBrandInc,4,0,4,4,4,False,4,0,0,YBISSE,6,N2,7
AAP4ODISHA,4,2,3,3,4,False,0,3,5,Twitter for Android,4,N2,7
Aks9009Pa,4,3,3,4,3,False,7,1,3,Twitter Web Client,4,N2,7
paramporul,4,3,2,4,4,False,3,1,5,Twitter for iPhone,5,N2,7
navodayatimes,4,1,4,4,3,False,7,0,4,NavodayaTimes new,4,N2,7
Chandrruiyer,4,4,3,4,3,False,9,2,4,Twitter for iPhone,5,N2,7
inocr8,4,2,4,3,4,False,2,0,5,Buffer,5,N2,7
gorugarg,4,4,3,3,4,False,3,1,6,Twitter for Android,6,N2,7
vinod_sharma,4,4,4,4,2,False,4,2,6,TweetDeck,4,N2,7
valerie198,4,3,4,2,4,False,5,1,3,Twitter Web Client,5,N2,7
MANOTOSHHALDER2,4,4,3,4,4,False,6,2,0,Twitter for Android,7,N2,7
NewsInTweetsIn,4,0,4,4,3,False,5,0,3,dlvr.it,5,N2,7
Bak_lal,4,4,3,3,4,False,6,4,5,Twitter for Android,4,N2,7
manoj1Soch,4,3,3,4,3,False,1,3,0,Twitter for Android,4,N2,7
kunal2383,4,2,4,4,4,False,3,1,5,Twitter for Windows,6,N2,7
ambedkarperiyar,4,1,4,3,4,False,7,2,0,Twitter Web Client,4,N2,7
i_me_my5elf,4,3,4,4,3,False,8,1,4,Twitter for iPhone,5,N2,7
MusafirNamah,4,2,4,3,3,False,2,0,5,Twitter Web Client,5,N2,7
IndiaPran,4,4,3,4,4,False,3,3,0,Twitter for iPhone,3,N2,7
Jostsana945411,4,4,4,4,1,False,7,0,6,Twitter for Android,6,N2,7
AnkitKumarPro,4,3,3,3,4,False,4,3,3,Twitter Web Client,5,N2,7
iammanishpandey,4,4,3,4,2,False,6,2,6,Twitter for Android,4,N2,7
StanleyEpstein,4,0,4,4,4,False,5,0,4,SocialOomph,5,N2,7
maxgattoni,4,1,4,3,4,False,6,0,3,IFTTT,5,N2,7
dipakIYC,4,4,3,4,3,False,5,4,5,Twitter for Android,4,N2,7
cesaraovivo,4,2,4,4,3,False,3,1,5,Flamingo for Android,4,N2,7
JumlaWala,4,2,3,3,4,False,5,2,0,Twitter for iPhone,4,N2,7
azpat0,4,3,4,4,4,False,0,0,0,Google,7,N2,7
PrakashKashwan,4,3,4,3,4,False,2,2,4,Twitter Web Client,5,N2,7
singharjun9,4,4,3,4,3,False,1,1,4,Twitter for Android,6,N2,7
Amit_smiling,4,4,4,4,3,False,9,1,6,Twitter for iPhone,6,N2,7
lilliangoa,4,3,4,2,4,False,7,0,5,Twitter Web Client,5,N2,7
terikahkelunga,4,4,3,3,4,False,8,2,6,Twitter for iPhone,4,N2,7
dwivedi_ji12,4,4,4,4,2,False,9,3,6,Twitter for Android,5,N2,7
androidbot_,4,0,4,4,4,False,7,0,3,Androidbot7,5,N2,7
Syddie,4,4,3,4,3,False,0,3,5,Twitter for Android,6,N2,7
ISISbangsGoats,4,3,4,3,4,False,3,4,3,Twitter for iPhone,4,N2,7
NorthEast8India,4,2,3,4,4,False,0,0,4,dlvr.it,4,N2,7
umedmehta45,4,2,4,4,4,False,6,1,0,Twitter for iPad,4,N2,7
WiproDigital,4,3,4,3,4,False,5,0,5,Twitter Web Client,6,N2,7
dr_idrisi,4,4,3,3,3,False,3,1,3,Twitter for Android,5,N2,7
AlfonsoFuggetta,4,3,4,4,3,False,1,2,6,Tweetbot for iΟS,4,N2,7
indiabiznet,4,1,4,4,3,False,3,0,4,dlvr.it,5,N2,7
a_RAGA_soldier,4,4,3,3,4,False,1,0,5,Facebook,5,N2,7
RidlrMUM,4,4,4,4,2,False,2,1,6,TweetDeck,4,N2,7
Jorebungley,4,4,4,4,4,False,4,3,0,Twitter for iPhone,3,N2,7
NarenderKSharm2,4,4,3,3,4,False,7,2,3,Twitter for Android,5,N2,7
KiranKS,4,0,4,4,4,False,5,2,6,Twitter Web Client,6,N2,7
IndiaNews24x7,4,0,3,4,4,False,0,0,5,dlvr.it,4,N2,7
AuthorLTaylor,4,2,4,4,4,False,2,1,0,RoundTeam,4,N2,7
kailashwg,4,3,4,4,3,False,9,2,5,Twitter for iPad,4,N2,7
thej,4,3,4,3,4,False,3,1,5,Twitter for Android,6,N2,7
tweet_to_raj,4,4,3,4,3,False,5,2,4,Twitter for Android,4,N2,7
FintechBot,4,1,4,4,3,False,3,0,4,dlvr.it,5,N2,7
vijayktiwari57,4,2,3,4,4,False,1,1,6,Twitter for iPhone,5,N2,7
EAGCOPS,4,4,4,3,4,False,3,0,0,dougsapp123!@#,6,N2,7
4ushashishekhar,4,4,4,4,3,False,8,3,6,Twitter for iPhone,5,N2,7
LibertyForUSA,4,4,3,4,4,False,2,4,3,Twitter Web Client,4,N2,7
MissionBJP2019,4,3,4,3,4,False,7,3,6,Twitter for Android,4,N2,7
globalissuesweb,4,1,4,4,4,False,0,0,3,Twibble.io,5,N2,7
mrhindian,4,4,3,4,4,False,6,1,0,Mobile Web (M5),4,N2,7
Anil_Aarush,4,3,4,4,3,False,4,2,4,Twitter Web Client,5,N2,7
MIssfilmy_,4,3,4,4,3,False,3,1,5,Twitter for Android,7,N2,7
Justicegroupie2,4,4,3,3,4,False,3,3,5,Twitter for iPhone,4,N2,7
NBTDilli,4,0,4,4,1,False,5,0,6,Twitter for Android,4,N2,7
dbhasin,4,2,4,4,4,False,5,0,4,The Tweeted Times,6,N2,7
HMTHindu,4,4,3,4,4,False,6,4,5,Twitter for Android,6,N2,7
PARaulji,4,4,4,4,3,False,4,1,0,Netvibes Widget,5,N2,7
IAmWithModiJi,4,4,3,4,4,False,8,2,4,Twitter for iPhone,5,N2,7
JayaHoIndia,4,2,4,4,3,False,7,1,3,Twitter Web Client,4,N2,7
friendlydb,4,0,4,4,4,False,0,0,3,friendlydb,4,N2,7
ParmarChandrika,4,4,4,3,4,False,5,2,6,Twitter Web Client,4,N2,7
SureshB127,4,3,4,4,4,False,2,3,5,TweetDeck,5,N2,7
iarunmani,4,3,4,4,3,False,8,2,3,Twitter for Android,5,N2,7
VinodTaparia1,4,4,3,4,4,False,6,3,5,Twitter for iPad,4,N2,7
YesIamSaffron,4,4,4,4,2,False,9,1,6,Twitter for Android,4,N2,7
SEO__India,4,3,4,4,4,False,3,0,4,dlvr.it,6,N2,7
Hitler_uncle,4,3,3,4,4,False,5,0,3,Twitter for Android,6,N2,7
iarunsb,4,4,4,4,3,False,1,0,0,None,5,N2,7
vidya7281,4,4,3,4,4,False,7,3,4,Twitter for iPhone,5,N2,7
shailichopra,4,2,4,4,4,False,4,1,6,Twitter for iPhone,6,N2,7
cricketingview,4,1,4,4,3,False,2,0,5,Twitter Web Client,4,N2,7
harsh1977,4,4,4,3,4,False,7,2,4,Twitter for iPhone,4,N2,7
SnghAP,4,4,3,4,4,False,0,2,0,TweetDeck,4,N2,7
_Mauna_,4,2,4,4,3,False,5,1,3,Twitter for Android,4,N2,7
EvilYindoo,4,4,4,4,3,False,9,3,5,Twitter Web Client,5,N2,7
ketan72,4,4,4,4,2,False,6,1,5,Twitter for Android,4,N2,7
Red_Global,4,0,4,4,4,False,3,0,5,Microsoft PowerApps and Flow,5,N2,7
anisaz9_basit,4,3,4,4,4,False,6,2,3,Twitter for Android,6,N2,7
India__143,4,4,3,4,4,False,5,0,6,IFTTT,5,N2,7
_gaurav,4,4,3,4,4,False,2,3,0,Twitter for iPhone,4,N2,7
NarvijayYadav,4,3,4,4,4,False,4,1,6,Twitter Web Client,6,N2,7
bloggerg,4,1,4,4,4,False,4,0,4,dlvr.it,5,N2,7
DrTahirZaidi,4,3,4,4,3,False,3,2,4,Twitter for iPhone,4,N2,7
jatanacharya,4,4,3,4,4,False,7,2,6,Twitter Web Client,5,N2,7
VivekMMisra,4,3,4,4,3,False,1,3,3,Twitter for Android,4,N2,7
amischthaker,4,4,4,4,3,False,9,2,0,TweetDeck,4,N2,7
TheBenno70,4,4,4,4,3,False,0,1,5,Twitter for Android,6,N2,7
MaxChina3,4,2,4,4,4,False,2,0,0,RoundTeam,5,N2,7
GanatraParesh,4,4,3,4,4,False,5,4,3,Twitter for Android,4,N2,7
JulienDriod,4,0,4,4,4,False,6,0,4,JulienMyOwnApp,5,N2,7
jaysdsl,4,4,3,4,4,False,6,3,0,Twitter for iPhone,4,N2,7
raj50boy,4,3,4,4,4,False,5,1,3,Twitter Web Client,6,N2,7
bhumharit,4,1,4,4,4,False,4,0,5,IFTTT,5,N2,7
BATOLEBAZI,4,3,4,4,3,False,8,1,5,Twitter for iPhone,4,N2,7
PplOfIndia,4,4,3,4,4,False,3,1,6,Twitter Web Client,4,N2,7
guru9899,4,4,4,4,0,False,2,2,3,Twitter for Android,5,N2,7
rupasubramanya,4,4,4,4,3,False,3,2,6,Twitter for iPad,4,N2,7
Sapnakapse3,4,4,4,4,3,False,8,2,4,Twitter for Android,6,N2,7
lobsterquotes,4,3,4,4,4,False,0,0,5,TweetDeck,6,N2,7
neelimatripathi,4,4,3,4,4,False,7,3,3,Twitter for Android,4,N2,7
_e_marketing_,4,2,4,4,4,False,4,0,4,dlvr.it,5,N2,7
MufflerMan_vish,4,4,3,4,4,False,4,2,0,Twitter for iPhone,4,N2,7
