screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment
anithk1,59,2550,0,327,99,False,4.571428571428571,224.41666666666666,1.4166666666666667,Twitter for Android,5
muralidharreddy,1320,5,30,8507,720,False,-1,0.0,0.0,Twitter Web Client,5
kumarmanu77,4,27,0,82,23,False,3.6153846153846154,434.9,0.0,Twitter for Android,6
jairajp,5523,267,215,53043,770,False,3.4,18.95,1.2,Buffer,4
karaghar,132,27,2,814,48,False,6.6,190.85,0.05,Twitter for Android,4
Rajthil30640532,106,285,132,19408,73,False,6.355555555555555,162.6,0.0,Twitter for Android,5
pramods37821503,2,1,0,1,2,False,-1,3908.0,0.0,Twitter Web Client,8
Ymethink,344,1928,51,73531,589,False,7.75,233.7,0.0,Twitter for iPhone,5
jrai56,159,3568,17,8237,228,False,96.38461538461539,177.0,0.25,Twitter for Android,5
sandy22910,3,0,1,31,24,False,1.0,0.05,0.15,Twitter for Android,3
ganeshaa7673,19,5,1,254,12,False,19.0,0.2,0.15,Twitter for Android,5
dsoni7214,1461,35835,131,169654,18,False,27.11111111111111,4131.75,0.15,Twitter for Android,6
uohanalilly,8131,233,511,222219,7347,False,1.0,0.0,0.0,IFTTT,5
kousikd1,1233,1475,2,1116,3614,False,2.0,0.05,0.1,Google,6
avirocks143,72,272,0,400,162,False,23.333333333333332,572.7,0.05,Twitter for Android,5
chandrabhusank7,85,3471,1,790,280,False,72.33333333333333,99.15789473684211,0.0,Twitter for Android,5
vshalrao83,76,93,0,133,74,False,19.96,0.3,1.05,Twitter for Android,5
santoshmishra69,694,2305,1,1139,4998,False,64.71428571428571,443.85,0.0,Twitter for Android,5
GujjuVimo,1318,61231,48,63860,2314,False,1.0,302.85,0.15,Twitter for Android,5
Amnaa_tariq,11734,3435,205,74453,905,False,5.0,186.15,0.1,Twitter for iPhone,5
sandeeptiwari92,3,0,0,1402,14,False,4.333333333333333,0.0,0.0,Facebook,5
NitinDeol3,181,331,0,67,436,False,76.0,1822.5,0.1,Twitter for Android,6
InsanJiya,2109,4368,5,7582,381,False,66.13333333333334,16374.5,0.1,Twitter for Android,7
RThulasimahesw1,0,0,0,1,20,False,-1,0.0,0.0,Twitter for Android,5
anayak8,202,1655,8,4417,422,False,7.666666666666667,15.2,0.2,Twitter for iPhone,5
TheModiEra,2533,114,18,7634,335,False,69.39024390243902,0.2,0.75,Twitter Web Client,5
prasadshetty55,137,2365,10,583,143,False,12.866666666666667,37.75,0.0,Twitter for Android,6
MoneyonMobileIR,1159,2184,9,1155,3672,False,35.25,4.6,4.25,Buffer,5
shilp_kumar,92,76,1,901,81,False,123.0,83.7,0.5,Twitter for Android,4
stalin490,193,203,1,168,559,False,2.0,23.75,0.9,Twitter for Android,5
True2Lie,10,11,0,184,214,False,-1,0.0,0.05,Twitter Web Client,5
amol_kulk,327,836,104,1394,186,False,24.2972972972973,32.8,1.1,Twitter for Android,6
Hkveergurjar,87,1564,7,4300,249,False,82.2,373.1666666666667,0.0,Twitter for Windows Phone,6
navin_raju,6,173,0,197,27,False,2.0,198.8,0.0,Twitter for Android,5
kari1325karthik,59,35,0,18,232,False,3.375,104.95,0.35,Twitter for Android,7
ParsaJr,554,91,37,3585,273,False,-1,315.95,0.25,Twitter Web Client,5
pkgupta25,912,7012,61,29649,1979,False,62.714285714285715,759.8,0.0,Twitter for Android,5
DhruvarajChouki,71,204,7,680,321,False,9.714285714285714,0.05,0.45,Twitter for Android,6
manusingh2444,22,531,0,574,33,False,75.26666666666667,29775.85,0.0,Twitter for Android,7
RajendranPilla7,457,2931,5,5096,1665,False,-1,0.0,0.0,Facebook,5
vivekaggarwal78,151,7,6,557,493,False,1.0,0.0,0.0,Twitter for Android,3
sumanthkatti,83,1176,12,3111,3,False,52.333333333333336,6.0,0.1,Twitter for iPhone,5
sampathsarepall,29,391,0,1641,289,False,-1,65.9,0.0,Twitter for Android,5
SujitDevAdhika3,1,3,0,38,26,False,-1,0.0,0.05,Mobile Web (M2),5
sapucool,28,884,1,301,80,False,29.0,770.9,0.0,Twitter for Windows Phone,6
pkg4krishna,567,43167,119,54024,8,False,-1,195.55,0.0,Twitter for Android,6
dhruvsharmaits1,170,2566,2,1352,580,False,21.1875,237.85,0.0,Twitter for Android,3
brijeshagrawal,923,51,43,783,63,False,2.7777777777777777,2.85,0.0,Twitter for iPhone,5
vijendrarajput,423,2356,46,1464,240,False,12.666666666666666,3.05,3.85,Twitter for iPhone,7
HiteshSojitra7,16,533,0,78,342,False,4.666666666666667,117.85,0.0,Twitter for Android,5
Digital_adsLtd,131,1955,10,417,277,False,1.2857142857142858,40.05,0.05,Twitter for iPhone,6
nwabaonline,391,3818,27,852,1020,False,22.344827586206897,35.8,0.2,Twitter for iPhone,6
GlobExpressNews,39562,734,39,45738,4695,False,146.0,54.95,1.0,Twitter for Android,5
ONLYSANJEEVJHA,1195,28849,181,144452,374,False,44.09090909090909,233.4,0.0,Twitter for Android,4
dileepkesarwani,53,5048,6,4702,38,False,3.0,1134.25,0.0,Twitter for Android,4
irfan99buddy,1,0,0,11,95,False,5.2,1.65,0.0,Twitter for iPhone,4
ajaysingh_etv,1,34,1,54,23,False,14.565217391304348,119.35,0.0,Twitter for Android,5
raja_jagatheesh,4,0,0,4,87,False,1.4,12.0,0.0,Twitter for Android,6
SSrihari5,45,83,5,261,118,False,14.25,1345.9,0.35,Twitter for Android,5
b150dc80c2b84ab,1,9,0,6,43,False,1.0,1.0,0.5,Twitter for Android,6
imknag,261,103,7,4189,233,False,39.0,173.35,0.15,Twitter for Android,4
salim991,27,0,15,2356,81,False,2.8,26.75,0.0,Twitter for Android,5
AmishraBJP,9,400,4,329,67,False,15.5,236.25,0.0,Twitter for Android,5
Abhishe70757790,40,11,0,9,125,False,-1,0.0,0.8571428571428571,Twitter for Android,5
pari1622,3,19,2,265,40,False,21.25,3245.45,0.0,Twitter for Android,6
vinodi59,68,566,1,1538,443,False,85.0,288.8421052631579,0.0,Twitter for Android,4
YogaSamkhya,340,5598,26,5997,282,False,118.83333333333333,700.4,0.8,Twitter for Android,6
swrpa733124,435,12734,23,15377,331,False,116.13333333333334,133.8,0.2,Twitter for Android,4
manikgarg5,458,3021,15,5204,371,False,131.44444444444446,392.25,0.0,Twitter for Android,5
MITHU0577,8,2,0,4,16,False,-1,0.07692307692307693,0.0,Twitter for Android,5
Anand41627939,127,4539,17,3860,233,False,58.714285714285715,340.15,0.0,Twitter for Android,5
shobhitjiet,295,72190,75,72417,428,False,5.4,408.45,0.0,Twitter Web Client,5
Parikramah,1065,4574,25,10446,261,False,24.88888888888889,221.1,0.5,Twitter Web Client,5
deviah,796,8,24,17414,701,False,-1,0.0,0.0,Facebook,5
Iranaaman,1080,8980,51,28376,539,False,78.0,205.1,0.15,Twitter for Android,5
akhil_dosapati,5,21,0,2,47,False,17.181818181818183,2295.181818181818,0.0,Twitter for iPad,5
venugopalgv,1431,7075,41,23274,914,False,32.0,29.8,0.0,Mobile Web (M5),5
STPIMohali,323,417,10,603,52,False,22.24137931034483,95.3,0.0,Twitter for Android,6
ET_CIO,503,2,75,11897,10,False,142.5,0.0,0.1,econ b2b post,5
india_sap,81,233,1,1294,155,False,19.0,4650.2,0.0,Twitter for Android,6
anitjaiswal09,31,133,0,53,436,False,26.25,37.05,0.95,Twitter for Android,5
JaiHoNaMo,717,2980,27,9999,121,False,16.0,50.21052631578947,0.631578947368421,Twitter for iPhone,3
datenkiller101,48,2,111,4069,6,False,5.111111111111111,2.7,0.25,DatenkillerUniverse,6
SEO_SERP_SEM,1787,1199,2591,55455,344,False,13.08108108108108,0.2,0.5,dlvr.it,6
puneetmishralko,11,32,0,158,25,False,1.0,130.45,0.0,Twitter for Android,4
vineetsipani,91,152,1,316,107,False,3.5,466.55,0.85,Twitter for Android,5
sandeepjainghy,27,54,0,144,87,False,36.333333333333336,6511.65,0.2,Twitter for Android,5
sidzaman093,68,98,7,483,136,False,118.0,16.75,0.2,Twitter for iPhone,5
vivekjgd,324,312,25,8268,1017,False,15.066666666666666,441.5,0.0,Twitter for Android,5
avi29nash,258,5725,59,6105,205,False,142.5,405.6,0.45,Twitter for iPhone,5
ashi4581,96,17,2,900,167,False,178.5,0.15,0.2,Twitter Web Client,3
satyendraksh12,22,2303,0,107,56,False,28.0,36.2,0.0,Twitter for Android,5
sachin_skysurge,12,20,1,21,81,False,28.9,19.6,0.2,Twitter for Android,6
anilmanju20,749,1022,6,5835,666,False,-1,0.65,0.7,Twitter for Android,4
LUVI_BABA,30,4,0,21,26,False,-1,0.0,0.0,Twitter for Android,4
visheshbakshi,17,10,0,16,68,False,1.0,96.0,0.0,Twitter for Android,5
NareshS65404761,3,6,0,10,15,False,-1,75.5,0.0,Twitter for Android,5
RajvardhanBhag1,13,8,0,9,73,False,6.0,1149.9333333333334,0.06666666666666667,Twitter for iPhone,5
itsanandhere,98,4,0,350,133,False,5.25,2264.0,0.15,Twitter for Android,5
VidhiNara,15,48,0,48,97,False,1.75,131.3,0.15,Twitter for Android,4
javaidAkhter,15,29,0,26,68,False,57.333333333333336,1.95,0.15,Twitter for iPhone,4
Chandra84307014,83,27,0,1310,190,False,-1,0.0,0.0,Facebook,5
Maheshaj1,4,12,0,12,36,False,23.0,56.5,0.2,Twitter for Android,5
mcsharma_25,2982,77258,300,47869,2206,False,32.0,128.85,0.0,Twitter Web Client,6
nishubabu110,2,16,0,11,32,False,2.0,523.0909090909091,0.09090909090909091,Twitter for Android,5
Praveen39219823,22,299,0,48,57,False,-1,34.55,0.4,Twitter for Android,6
bulletbarot,75,1987,6,11595,437,False,65.0,1462.8,0.0,Twitter for Android,4
imavee23,130,191,1,332,800,False,26.857142857142858,1239.65,0.1,Twitter for Android,6
satyajitsonowa6,84,923,3,946,170,False,-1,0.05,0.15,Twitter for Android,5
ideasurf,1802,449,1011,7496,4108,False,26.288888888888888,3.25,0.15,Twitter Web Client,6
PiyushRoman46,8,268,1,155,98,False,59.0,2398.6,0.0,Twitter for Android,6
MonkChandan,225,1654,16,6064,169,False,40.25,45.9,0.0,Twitter for Android,5
rajendragupta,841,198,19,2185,1214,False,100.5,28.25,1.0,Facebook,5
pharmaleader,302,274,22,2301,42,False,1.0,1.05,0.45,fllwrs,6
gowtham33,77,165,0,262,116,False,12.357142857142858,5770.1,0.0,Twitter for iPhone,5
advsansehrawat,222,260,2,1973,831,False,54.2,187.3,0.55,Facebook,4
prometheusknows,85,84,5,776,286,False,42.5,25.15,0.15,Mobile Web (M5),4
kk_shubham,4,0,0,10,39,False,32.0,0.0,0.07142857142857142,Twitter Web Client,4
pankaj587,1,7,0,8,28,False,-1,317.25,0.0,Twitter for Android,5
vendio_5668,68,52,35,1277,496,False,10.8,53.9,0.15,Twitter Web Client,6
AshishSinghAME,536,4478,19,23855,163,False,40.0,73.15,0.0,Twitter for Android,5
ravimbecfa,32,23,0,53,111,False,2.0,413.1,0.05,Twitter for Android,6
4121tripathi,252,13175,54,16994,528,False,32.5,187.15,0.0,Twitter for Android,4
Chopsyturvey,12949,7353,172,53247,1024,False,58.2,87.55,2.05,Twitter for Android,5
vinodtiwariappu,693,7490,13,9749,947,False,161.0,810.8,0.8,Twitter for Android,4
Chandrruiyer,2110,32575,48,44634,761,False,199.5,89.45,0.1,Twitter for iPhone,5
mgnayak5,703,23771,50,78556,322,False,103.33333333333333,304.65,0.0,Twitter for iPad,4
sachink_1998,17,39,0,48,126,False,25.714285714285715,999.15,0.0,Twitter for Android,5
vijayyadalam,52,35,1,276,112,False,45.57142857142857,451.4,0.05,Twitter for Android,4
Sk77777Kumar,807,2822,43,36464,71,False,88.0,61.5,0.05,Twitter for Android,5
Ankit1606Singh,99,540,3,853,76,False,26.7,673.85,0.0,Twitter for Android,5
Aravind8,695,18253,39,22559,853,False,212.0,99.0,0.15,Twitter Web Client,4
vipinz1,3157,8625,22,7375,421,False,27.125,902.25,0.45,Twitter for Android,5
sayan_chanda,92,513,0,51,1527,False,3.4,761.8,0.05,Twitter for Android,5
Blogging2017,206,196,388,2681,23,False,14.151515151515152,0.1,0.3,dlvr.it,5
_SEO_Simple_,201,242,366,3146,3,False,23.228571428571428,0.35,0.6,dlvr.it,5
anushreehrm,880,884,12,9090,922,False,59.0,1252.6,0.05,Twitter for iPhone,5
nithiyaanandham,166,10846,5,2197,308,False,14.764705882352942,14.75,0.0,Twitter for Android,5
PTTVOnlineNews,134664,14,434,83045,225,True,35.81395348837209,3.7,9.2,Twitter Web Client,5
techera4u,19,1,32,107,99,False,26.350710900473935,0.15,0.1,Twitter Web Client,5
Deepthinker2009,645,8863,57,57275,246,False,66.0,1412.0526315789473,0.0,Twitter for Android,5
ITMassLiteracy,2992,465,25,1412,732,True,319.5,59.85,0.5,Google,5
_e_marketing_,2238,1690,2846,60741,1330,False,18.181818181818183,0.0,0.2,dlvr.it,5
rajananand2006,15,272,11,4295,29,False,321.0,1033.05,0.0,Twitter for Android,6
Jkbabu91,11515,4940,24,24910,7160,False,99.125,913.05,0.2,Twitter for Android,5
devanshu88,146,2687,12,1168,710,False,34.0,287.0,0.05263157894736842,Twitter for iPhone,4
AnilMaurya_,5521,11603,75,116178,350,False,5.0,48.95,0.0,Twitter for Android,5
desidealss,103,0,21,23332,11,False,-1,0.0,0.0,desideals,5
hilu29,11,589,0,407,45,False,71.71428571428571,306.05,0.0,Twitter for Android,5
desikan78,34,3186,6,1983,60,False,190.0,272.75,0.0,Twitter for Android,5
musicraja,30,2,0,2643,34,False,14.0,0.0,0.2,Facebook,5
ParagBarot1,5589,10344,23,16028,380,False,1.0,915.5,0.25,Twitter for Android,6
ShreePanicker,226,14792,74,24484,240,False,112.0909090909091,46.15,0.0,Twitter for Android,4
anchitkhar,150,61,6,4271,246,False,12.52,234.9,0.3,Twitter for Android,6
krdave,5953,81541,51,75154,3506,False,36.25,37.95,0.8,Twitter Web Client,5
OnlineDealTrick,94,5,16,881,102,False,-1,0.0,0.0,OnlineDealTrick,5
neerajpinky786,10,123,0,284,45,False,-1,0.0,0.05,Facebook,5
UditSolanki5,3,35,0,6,39,False,28.142857142857142,126.36842105263158,2.0,Twitter for Android,6
kattu_ak,1061,5493,18,14980,532,False,25.0,150.4,0.05,Twitter for Android,5
rammu198403,53,5633,7,2566,100,False,2.6666666666666665,406.94117647058823,0.0,Twitter for Android,5
SatypraksV,191,4566,0,881,294,False,2.0,0.1,0.6,Twitter for Android,5
HT107642,798,36397,129,58910,1369,False,24.0,71.65,0.0,Twitter for Android,5
mygovindia,841475,106,658,3203,118,True,97.5,176.1,63.85,TweetDeck,6
Gurpreet2515,169,3696,17,10076,206,False,32.411764705882355,22695.25,0.15,Twitter for Android,6
utsavchobe,72,1,1,216,32,False,8.88888888888889,300.5,0.05,Twitter Web Client,5
mydealsbucket,324,44,24,19574,3,False,-1,0.0,0.0,IFTTT,5
YogeshDhamii,323,2797,51,2037,969,False,12.2,1156.25,0.0,Twitter for Android,4
gurudaspai,101,1997,8,1958,1049,False,15.0,98.75,0.15,Twitter for iPhone,5
Rao_Krishna,2970,1548,50,23028,1545,False,-1,20.2,0.2,Twitter Web Client,6
neerajvodafone,947,7337,10,4522,2195,False,75.75,405.8,0.05,Twitter for Android,5
ArunSri80860287,7,3,1,332,3,False,118.73333333333333,167.9,0.0,Twitter for Android,6
jobokuruvilla,581,372,206,30914,138,False,14.066666666666666,0.0,0.0,dlvr.it,5
dealnloot,695,29,40,14418,60,False,-1,0.0,0.0,Facebook,7
balamy,13914,16974,167,173318,1627,False,126.33333333333333,31.75,0.25,Twitter for Android,5
Rupesh1386,273,897,4,4811,702,False,4.666666666666667,854.45,0.0,Twitter for iPhone,5
KarulkarGirish,319,2123,7,1095,249,False,75.26086956521739,7.35,0.35,Twitter Web Client,6
balkishansoni11,60,3922,18,2246,205,False,1.0,748.55,0.0,Twitter for Android,4
ursNITESHSHINDE,40,2104,5,1736,176,False,4.875,177.2,0.05,Twitter for Android,5
Babu_Reddy6,115,43761,18,8884,51,False,21.5,771.7,0.0,Twitter for Android,4
7026006110R,35,1295,3,440,209,False,106.0,1696.35,0.0,Twitter for Android,6
indybad,872,39,12,6811,817,False,10.0,3.15,0.0,Twitter for iPhone,5
amar_chronicles,33,2,9,813,55,False,-1,1198.9,0.05,Twitter for Android,5
GaurVikram,343,140,14,1126,1215,False,5.9523809523809526,0.25,0.15,Put your button on any page! ,5
venkatagadde,70,5676,4,1925,122,False,5.0,1373.85,0.0,Twitter for iPhone,5
Xentagz,6948,6465,465,32962,200,False,45.45454545454545,291.3,0.05,Tweetbot for iΟS,5
kk_khalid_khan,17,92,0,265,42,False,77.0,499.95,0.15,Twitter for Android,5
SandeshParkar,272,4343,15,10037,636,False,6.8,173.3,1.15,Twitter Web Client,5
antilraj,65,47,3,4730,451,False,-1,63.5,0.05,Twitter for Android,5
rahulssg,215,3367,68,1558,145,False,72.21212121212122,82.6,0.0,Twitter for Android,6
milan_vishnoi,2,7,0,1,17,False,39.5,0.0,0.0,Twitter Web Client,8
pnsureshkumar,155,42,6,2269,585,False,1.75,752.5,0.25,Twitter Web Client,4
sharebossindia,573,39,119,353768,1,False,4.0,0.0,0.0,ShareBoss,5
IMSajidHassan,49,6515,8,5422,362,False,44.5,375.8,0.0,Twitter for Android,5
KASMIR4U,60,77,0,327,38,False,6.5,147.8,0.5,Twitter for Android,5
DrNandiniBJP,1301,4,9,459,1157,False,58.21875,87.3,0.45,Twitter Web Client,5
bmemail_India,1164,331,607,2281,161,False,17.818181818181817,0.15,0.5,Twitter Web Client,6
saha2ani,240,30,1,596,1222,False,-1,0.05,0.0,Facebook,4
RawalHimanchu,191,330,1,394,422,False,28.5,1135.578947368421,0.0,Twitter for Android,5
ARKblockchain,1386,4361,272,2309,205,False,81.14285714285714,6.25,5.9,Twitter Web Client,6
JNN_DIGITAL,189,0,28,119577,107,False,-1,0.0,0.0,dlvr.it,5
BenGreenbergNYC,4192,7712,972,51002,3662,False,13.75,17.7,0.0,Twitter for Android,6
RangamMaharaj,0,0,0,1,5,False,-1,656.0,0.0,Twitter for Android,3
iamvishwaskumar,469,19,27,15831,634,False,79.81818181818181,130.15,0.0,Twitter Web Client,4
ALKAAGARWAL9,27997,1689,128,93375,466,False,11.9,69.15,0.05,Twitter for Android,5
mayuranit,278,31487,62,33746,174,False,-1,1381.4,0.0,Twitter for Android,6
joelmooyoung,81,645,39,925,926,False,48.78947368421053,5.1,0.0,Twitter for iPhone,5
CyberExaminer,17370,18,982,330099,4837,False,58.0,0.15,0.15,dlvr.it,4
SridharPaladugu,571,14,55,21564,77,False,57.75,2421.65,0.0,Twitter Web Client,4
carajnikant,154,97,13,971,439,False,36.0,145.85,0.15,Twitter for Android,6
gufran_indian,4,40,0,17,87,False,59.333333333333336,427.2,0.1,Twitter for Android,5
RanjanRakesh6,53,49,0,33,125,False,1.0,0.15,0.1,Twitter for Android,6
jagbirsinghuni,1,0,7,405,2,False,19.339285714285715,0.35,0.4,TweetDeck,5
vijayktiwari57,9603,1616,36,43206,2951,False,1.8,7.4,0.75,Twitter for iPhone,5
BalramS01,357,827,20,1296,218,False,7.090909090909091,7.2,0.0,Twitter for Android,5
AnkitKumarPro,41956,3681,66,15302,4004,False,17.0,305.95,0.05,Twitter Web Client,5
Singh_raajan,1717,915,4,7491,3335,False,2.0,227.5,0.05,Twitter for Android,5
punit1101,226,238,14,4593,655,False,-1,1696.65,0.0,Twitter for iPhone,6
KaranAadiwal,457,8059,15,25087,412,False,44.0,14.9,0.2,Twitter Web Client,5
be_more_digital,21997,8317,54,2957,8652,False,24.916666666666668,0.15,0.5,Twitter Web Client,5
ElectrifyingWWE,16351,50,69,84507,323,False,19.363636363636363,6.35,0.0,Twitter for Android,8
LaksNanu,28,3,0,38,26,False,6.625,423.4,0.15,Twitter for Android,4
tkarun,1518,26,42,606,11,False,7.0,0.6,0.55,Facebook,5
princerai62,265,1700,0,481,851,False,10.0,3922.9,0.25,Twitter for Android,6
pktomar,78,468,4,6304,189,False,137.33333333333334,420.75,0.0,Twitter for Android,4
ramtoindia,864,3898,91,28369,435,False,7.75,29.3,0.0,Twitter for Android,5
Gopakumar_Rajan,3127,890,129,9742,3437,False,-1,0.0,0.0,Crowdfire - Go Big,5
InGhanshyam,50,292,1,1470,19,False,-1,677.55,0.05,Twitter for Android,5
Sunilthakurbjp,1044,1738,7,2086,218,False,4.0,382.55,0.2,Twitter for Android,5
samips129,279,10295,39,23957,584,False,228.0,321.25,0.0,Mobile Web (M5),4
ErSMOdisha,162,590,12,2590,340,False,189.0,67.15,0.0,Twitter for Android,5
yoyuvi,93,31,1,218,130,False,13.352941176470589,68.9,0.2,Twitter Web Client,5
indragupta87,101,171,0,185,97,False,-1,0.05,0.0,Twitter for Android,5
amareshdraksha,15,0,0,6,20,False,-1,0.0,0.16666666666666666,Twitter Web Client,6
shatriyanjo,227,140,6,2685,288,False,1.0,51.8,0.0,Twitter for Android,5
RohitRey6869,40,240,0,177,194,False,20.066666666666666,120.55,0.15,Twitter for Android,5
amol_tapkire,8,148,0,133,158,False,40.5,740.25,0.0,Twitter for Android,6
amitpaulekka,104,766,6,4010,81,False,1.0,0.35,0.0,Twitter for Android,5
Santy7892,48,5741,14,2281,384,False,245.0,83.0,0.0,Twitter for iPhone,6
2010sup,145,12630,49,6806,329,False,21.555555555555557,165.95,0.15,Twitter for Android,5
sanjaymundhe94,58,604,4,102,246,False,4.25,3547.1,0.05,Twitter for Android,5
DilipChhetry,22,311,0,292,115,False,10.88888888888889,391.45,0.0,Twitter for Android,6
jmuller,1427,4174,317,14120,2143,False,20.142857142857142,41.45,0.0,Twitter Web Client,5
cherian_abraham,4349,3131,267,9087,183,False,-1,1.2,3.6,Twitter Web Client,5
manish0891,4774,968,66,69370,33,False,149.75,258.65,1.05,Mobile Web (M5),5
BhavnaBhawna,2,6,0,13,12,False,21.0,566.35,0.05,Twitter for Android,6
nony_garg,23110,24987,146,154426,1468,False,11.2,0.0,0.0,Twitter for Android,7
saadhyudu2011,1089,14374,74,53975,2681,False,-1,398.4,0.0,Twitter for Android,6
bynry,1201,0,408,66020,1360,False,-1,0.15,0.0,IFTTT,5
KailashMondhe,102,841,1,505,273,False,56.333333333333336,82.35,0.15,Twitter for Android,5
dryogeshgpatel,890,16701,105,102672,1245,False,63.857142857142854,209.1,0.05,Twitter for Android,3
amitror153,25,144,0,59,77,False,189.0,125.55,0.55,Twitter for Android,5
kumarkm53,1044,22949,69,37850,1951,False,3.0,174.6,0.0,Twitter Web Client,5
AkhilaPadhi,3163,362,76,58434,1137,False,35.0,483.3,0.05,Twitter for Android,4
MsNaaz5,158,3768,7,5319,211,False,-1,11.5,0.1,Facebook,5
Bharath_B2,414,90,10,12215,332,False,75.33333333333333,528.65,0.0,Twitter for iPhone,6
Selva_bofficial,658,93167,141,68391,806,False,6.125,50.2,0.0,Twitter for Android,5
TheVishalPandit,822,7563,13,10979,549,False,40.0,541.45,0.0,Twitter for Android,5
VijayKhant07,396,8195,12,9334,1794,False,39.526315789473685,564.05,0.0,Twitter for Android,5
kmanjeet,3636,22240,380,60329,1173,False,6.4,552.7894736842105,0.0,Twitter for Android,5
KNAREN900,1590,21413,59,54367,1350,False,140.8181818181818,4.3,0.0,Twitter for Android,4
kalpanabenpatel,38,509,4,508,166,False,102.27272727272727,173.55,0.2,Twitter for iPhone,5
pulkit21aug,27,45,0,290,51,False,21.25,230.0,0.05,Twitter for Android,4
qua747,46,0,0,16,143,False,6.6,36.375,0.5,Twitter Web Client,5
Shashwat014,473,5599,22,13200,278,False,59.0,91.45,0.25,Twitter for Android,5
vigneshsathyam,148,1409,6,3215,442,False,3.2,0.0,0.25,Twitter for iPhone,5
srranasuresh09,18,150,0,1764,44,False,54.11538461538461,2474.65,0.0,Twitter for Android,5
BhaveshPatar,152,857,1,765,304,False,58.0,78.0,0.15789473684210525,Twitter for Android,5
Jay_1810,1287,666,124,2036,1255,False,52.61538461538461,0.15,0.1,Twitter for Android,5
harpreet_praja,255,6,2,85,177,False,11.0,2816.3684210526317,0.0,Twitter for iPhone,5
BhavinMaster1,170,175,5,1427,179,False,-1,2.6,0.3,Twitter for iPhone,5
nishums123,160,7181,15,7249,32,False,1.0769230769230769,72.5,0.0,Twitter for Android,6
ajugiripooja,21,18,0,128,243,False,55.857142857142854,332.55,0.15,Twitter for iPhone,6
sidbhavsar10,12,7,0,18,129,False,281.5,0.25,0.35,Twitter Web Client,6
myself_RABI,795,9302,64,19081,347,False,57.25,8.9,0.1,Twitter for Android,6
satishsudhakar,286,7031,22,23408,83,False,2.5,877.7,0.15,Twitter for Android,6
nesoron,3906,28851,168,149824,509,False,69.28571428571429,25.7,0.6,Twitter for iPhone,4
shamsundar_sk,5258,6768,117,13117,2726,False,54.666666666666664,11.15,1.15,Twitter for Android,5
SunSakthivel,30,1565,1,1283,43,False,2.0,54.35,0.3,Twitter for Android,5
PuravaPakash,1084,83148,340,185795,2209,False,31.5,244.0,0.0,Twitter for Android,5
DataSciFr,1010,2950,320,3129,140,False,32.31666666666667,7.15,0.0,Mytweeting app,5
EszterforCEE,770,23,138,5407,529,False,12.617647058823529,10.05,0.2,Twitter for iPhone,5
iAshwiin,507,1058,12,10849,541,False,5.0,6.0,0.05,Twitter for Android,4
thikalbrad,988,26703,70,59644,2,False,16.75,75.8,0.05,Twitter Web Client,5
Dinkar_Pandey,289,124,7,814,780,False,9.0,243.7,0.15,Twitter for Android,5
pnkjsrma,108,2766,0,549,324,False,2.0,106.65,0.0,Twitter for Android,4
scissecurity,230,4,215,2558,425,False,5.421052631578948,0.05,0.0,IFTTT,5
RoltaTech,827,614,1086,8567,813,False,10.18918918918919,0.65,0.5,Hootsuite,6
saeedahmads802,8893,7330,126,16214,9151,False,17.571428571428573,65.9,0.0,Twitter for Android,5
sudan230,142,3,3,2091,731,False,-1,0.05,0.05,Twitter Web Client,5
Surya31313131,7,22,0,44,74,False,1.0,284.7,0.0,Twitter Web Client,4
aryaraju,1508,11772,111,103730,563,False,13.954545454545455,65.65,0.35,Twitter for Android,5
satendra_senga,17,344,1,900,35,False,70.0,331.7,0.1,Twitter for Android,5
ravibhushan993,282,33380,9,9859,61,False,107.75,480.25,0.5,Twitter for Android,5
pk_singh6,153,5841,13,4558,357,False,48.55555555555556,388.2,0.0,Twitter for iPhone,5
MuraleeSure,162,8058,86,18347,262,False,37.0,140.95,0.0,Twitter for Android,4
chkishor7,10,31,0,29,111,False,67.55,23.35,0.0,Twitter Web Client,5
pallav25121979,45,47,6,4044,68,False,43.0,669.8,0.0,Facebook,5
AlexHorovitz,4205,12,5162,78810,539,False,26.555555555555557,9.1,0.0,Security Engine,5
CywareCo,3413,194,114,3619,1415,False,5.3,0.0,0.0,Buffer,5
choeku_jack,149,5,44,100458,19,False,-1,0.05,0.1,Google,4
poddarsameer,88,23,2,3237,63,False,126.3,475.75,1.7,Twitter for Android,5
JanetsGoodNews,27,0,2,4911,48,False,-1,0.0,0.0,WordPress.com,4
imshirishdedhia,418,227,23,5852,1787,False,21.46153846153846,490.2,0.0,Twitter for Android,6
shettysubodh,203,5008,21,3576,144,False,29.0,6.95,0.2,Twitter for Android,5
Sivakrishna950,2,54,0,53,3,False,67.55,23.35,0.0,Twitter Web Client,5
shankeraakash,49,3,1,23,7,False,-1,0.0,0.0,Twitter for iPhone,5
bavanan1951,10,1,1,318,230,False,47.2,63.15,0.0,Twitter for Android,4
RakiTweets,1562,6497,99,45734,110,False,6.142857142857143,620.7,0.65,Twitter Web Client,5
jmsrivastava,51,36,0,42,76,False,1.25,192.05,0.0,Twitter for Android,5
Yogeshmalikmax,10,2,1,1181,29,False,109.25,1.45,0.95,Facebook,5
